"Weight set: ","[0.8677033734624879, 0.4130305461314676, 0.8667630569664856, 0.7072453169057696]"
"intpathway","wikipathways","LCS","Normalized LCS","Gene Agreement","GenePair Agreement","Score"
"phenylalanine_metabolism","sc_p-cymene_degradation_wp181_69808","8","0.125","0.029","0.000","0.968"
"phenylalanine_metabolism","sc_tyrosine_biosynthesis_wp538_69941","9","0.146","0.000","0.000","0.971"
"phenylalanine_metabolism","sc_lipases_biosynthesis_wp71_70049","8","0.125","0.015","0.000","0.962"
"phenylalanine_metabolism","sc_glutamate_degradation_viii_wp99_70055","9","0.146","0.024","0.000","0.981"
"phenylalanine_metabolism","sc_threonine_biosynthesis_wp331_70271","11","0.188","0.024","0.000","1.010"
"phenylalanine_metabolism","sc_fatty_acid_elongation,_saturated_wp380_69867","9","0.146","0.029","0.000","0.983"
"phenylalanine_metabolism","sc_de_novo_nad_biosynthesis_wp541_69942","8","0.125","0.043","0.000","0.974"
"phenylalanine_metabolism","sc_protein_modifications_wp346_69859","9","0.146","0.057","0.001","0.995"
"phenylalanine_metabolism","sc_polyamine_biosynthesis_wp290_69849","11","0.188","0.019","0.000","1.008"
"phenylalanine_metabolism","sc_arginine_biosynthesis_wp275_69844","10","0.167","0.038","0.000","1.002"
"phenylalanine_metabolism","sc_valine_biosynthesis_wp2_78390","10","0.167","0.024","0.000","0.996"
"phenylalanine_metabolism","sc_sucrose_biosynthesis_wp14_69669","6","0.083","0.005","0.000","0.929"
"phenylalanine_metabolism","sc_serine-isocitrate_lyase_pathway_wp390_69869","9","0.146","0.080","0.001","1.005"
"phenylalanine_metabolism","sc_glutathione_biosynthesis_wp196_76277","10","0.167","0.010","0.000","0.990"
"phenylalanine_metabolism","sc_glycogen_catabolism_wp478_70263","11","0.188","0.019","0.000","1.008"
"phenylalanine_metabolism","sc_glutamate_degradation_vii_wp559_70041","9","0.146","0.000","0.000","0.971"
"phenylalanine_metabolism","sc_galactose_metabolism_wp549_69945","15","0.271","0.029","0.000","1.071"
"phenylalanine_metabolism","sc_aerobic_glycerol_catabolism_wp224_71353","12","0.208","0.080","0.001","1.049"
"phenylalanine_metabolism","sc_deoxyribose_phosphate_metabolism_wp228_69829","15","0.271","0.019","0.000","1.067"
"phenylalanine_metabolism","sc_gluconeogenesis_wp156_69762","6","0.083","0.034","0.000","0.941"
"phenylalanine_metabolism","sc_nad_biosynthesis_wp84_71345","7","0.104","0.015","0.000","0.947"
"phenylalanine_metabolism","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","11","0.188","0.038","0.000","1.016"
"phenylalanine_metabolism","sc_cell_cycle_and_cell_division_wp414_78393","10","0.167","0.458","0.058","1.225"
"phenylalanine_metabolism","sc_udp-glucose_conversion_wp109_69750","6","0.083","0.024","0.000","0.937"
"phenylalanine_metabolism","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","13","0.229","0.053","0.000","1.052"
"phenylalanine_metabolism","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","13","0.229","0.089","0.001","1.068"
"phenylalanine_metabolism","sc_trehalose_degradation,_low_osmolarity_wp70_70048","11","0.188","0.024","0.000","1.010"
"phenylalanine_metabolism","sc_leucine_biosynthesis_wp180_69807","9","0.146","0.029","0.000","0.983"
"phenylalanine_metabolism","sc_toluene_degradation_wp60_78389","7","0.104","0.029","0.000","0.953"
"phenylalanine_metabolism","sc_triglyceride_biosynthesis_wp266_69843","8","0.125","0.019","0.000","0.964"
"phenylalanine_metabolism","sc_glycolysis_wp253_69832","5","0.063","0.085","0.001","0.948"
"phenylalanine_metabolism","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","11","0.188","0.019","0.000","1.008"
"phenylalanine_metabolism","sc_proteasome_degradation_wp158_77442","8","0.125","0.167","0.005","1.030"
"phenylalanine_metabolism","sc_tryptophan_degradation_wp301_67723","8","0.125","0.000","0.001","0.957"
"phenylalanine_metabolism","sc_glucose-1-phosphate_metabolism_wp260_69835","15","0.271","0.019","0.000","1.067"
"phenylalanine_metabolism","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","15","0.271","0.000","0.001","1.060"
"phenylalanine_metabolism","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","21","0.396","0.000","0.002","1.149"
"phenylalanine_metabolism","sc_glutamate_biosynthesis_wp77_71350","9","0.146","0.034","0.000","0.985"
"phenylalanine_metabolism","sc_lactose_degradation_wp546_69943","7","0.104","0.034","0.000","0.955"
"phenylalanine_metabolism","sc_isoleucine_biosynthesis_wp250_69831","9","0.146","0.034","0.000","0.985"
"phenylalanine_metabolism","sc_glycolysis_and_gluconeogenesis_wp515_78397","9","0.146","0.184","0.007","1.053"
"phenylalanine_metabolism","sc_asparagine_degradation_wp432_71892","10","0.167","0.000","0.000","0.986"
"phenylalanine_metabolism","sc_tca_cycle_-_detailed_wp296_76239","8","0.125","0.103","0.002","1.000"
"phenylalanine_metabolism","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","10","0.167","0.019","0.000","0.994"
"phenylalanine_metabolism","sc_phenylalanine_degradation_wp573_74213","17","0.313","0.000","0.000","1.089"
"phenylalanine_metabolism","sc_purine_fermentation_wp463_73550","10","0.167","0.029","0.000","0.998"
"phenylalanine_metabolism","sc_serine_and_glycine_biosynthesis_wp218_69824","12","0.208","0.029","0.000","1.027"
"phenylalanine_metabolism","sc_histidine_biosynthesis_wp514_71894","9","0.146","0.001","0.000","0.972"
"phenylalanine_metabolism","sc_serine_biosynthesis_wp459_69877","9","0.146","0.019","0.000","0.979"
"phenylalanine_metabolism","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","10","0.167","0.048","0.000","1.006"
"phenylalanine_metabolism","sc_ubiquinone_biosynthesis_wp308_69850","8","0.125","0.048","0.000","0.976"
"phenylalanine_metabolism","sc_translation_factors_wp32_71347","9","0.146","0.163","0.005","1.043"
"phenylalanine_metabolism","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","12","0.208","0.029","0.000","1.027"
"phenylalanine_metabolism","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","10","0.167","0.034","0.000","1.000"
"phenylalanine_metabolism","sc_phospholipid_biosynthesis_wp9_69581","9","0.146","0.043","0.000","0.989"
"phenylalanine_metabolism","sc_sphingolipid_metabolism_wp370_76472","16","0.292","0.094","0.002","1.114"
"phenylalanine_metabolism","sc_xylulose-monophosphate_cycle_wp361_69862","7","0.104","0.024","0.000","0.951"
"phenylalanine_metabolism","sc_principle_pathways_of_carbon_metabolism_wp112_78138","17","0.313","0.337","0.027","1.251"
"phenylalanine_metabolism","sc_glutamate_degradation_iii_wp503_69932","9","0.146","0.024","0.000","0.981"
"phenylalanine_metabolism","sc_chorismate_biosynthesis_wp479_73732","8","0.125","0.038","0.000","0.972"
"phenylalanine_metabolism","sc_glutamate_degradation_i_wp556_69958","9","0.146","0.015","0.000","0.977"
"phenylalanine_metabolism","sc_leucine_degradation_wp354_70265","8","0.125","0.000","0.000","0.956"
"phenylalanine_metabolism","sc_dna_replication_wp13_78398","7","0.104","0.313","0.021","1.089"
"phenylalanine_metabolism","sc_genes_of_meiotic_recombination_wp377_69605","9","0.146","0.089","0.001","1.009"
"phenylalanine_metabolism","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","8","0.125","0.029","0.000","0.968"
"phenylalanine_metabolism","sc_nad_salvage_pathway_wp171_73683","8","0.125","0.029","0.000","0.968"
"phenylalanine_metabolism","sc_aspartate_biosynthesis_wp1518_76276","9","0.146","0.000","0.000","0.971"
"phenylalanine_metabolism","sc_glycine_degradation_wp345_71005","8","0.125","0.043","0.000","0.974"
"phenylalanine_metabolism","sc_pyruvate_dehydrogenase_pathway_wp214_69823","9","0.146","0.019","0.000","0.979"
"phenylalanine_metabolism","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","9","0.146","0.015","0.000","0.977"
"phenylalanine_metabolism","sc_cholesterol_biosynthesis_wp132_77403","8","0.125","0.066","0.001","0.984"
"phenylalanine_metabolism","sc_lysine_biosynthesis_wp533_69940","9","0.146","0.038","0.000","0.987"
"phenylalanine_metabolism","sc_glycine_biosynthesis_wp261_77412","9","0.146","0.019","0.000","0.979"
"phenylalanine_metabolism","sc_octane_oxidation_wp552_69954","6","0.083","0.024","0.000","0.937"
"phenylalanine_metabolism","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","16","0.292","0.029","0.000","1.086"
"phenylalanine_metabolism","sc_folic_acid_biosynthesis_wp555_69957","8","0.125","0.071","0.001","0.986"
"phenylalanine_metabolism","sc_sulfur_amino_acid_biosynthesis_wp7_70252","10","0.167","0.066","0.001","1.014"
"phenylalanine_metabolism","sc_isoleucine_degradation_wp178_69780","8","0.125","0.000","0.000","0.956"
"phenylalanine_metabolism","sc_tryptophan_degradation_via_kynurenine_wp452_70274","10","0.167","0.029","0.000","0.998"
"phenylalanine_metabolism","sc_m-cresol_degradation_wp172_69778","7","0.104","0.029","0.000","0.953"
"phenylalanine_metabolism","sc_cytoplasmic_ribosomal_proteins_wp210_70142","10","0.167","0.417","0.046","1.198"
"phenylalanine_metabolism","sc_mapk_signaling_pathway_wp510_78392","9","0.146","0.254","0.014","1.088"
"phenylalanine_metabolism","sc_mitochondrial_trna_synthetases_wp62_76238","10","0.167","0.066","0.001","1.014"
"phenylalanine_metabolism","sc_starch_and_cellulose_biosynthesis_wp257_69834","10","0.167","0.024","0.000","0.996"
"phenylalanine_metabolism","sc_homocysteine_and_cysteine_interconversion_wp128_69755","12","0.208","0.019","0.000","1.023"
"cholesterol_biosynthesis","sc_cytoplasmic_trna_synthetases_wp219_76236","15","0.271","0.126","0.000","1.111"
"cholesterol_biosynthesis","sc_trehalose_biosynthesis_wp239_70272","18","0.333","0.028","0.000","1.115"
"cholesterol_biosynthesis","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","20","0.375","0.107","0.000","1.177"
"cholesterol_biosynthesis","sc_fatty_acid_elongation,_unsaturated_wp16_71346","9","0.146","0.042","0.000","0.988"
"cholesterol_biosynthesis","sc_upiquinone_q_prenylation_wp287_69848","8","0.125","0.042","0.000","0.973"
"cholesterol_biosynthesis","sc_anaerobic_respiration_wp575_73676","9","0.146","0.014","0.000","0.977"
"cholesterol_biosynthesis","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","15","0.271","0.075","0.000","1.090"
"cholesterol_biosynthesis","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","20","0.375","0.048","0.000","1.153"
"cholesterol_biosynthesis","sc_allantoin_degradation_wp328_71348","8","0.125","0.035","0.000","0.970"
"cholesterol_biosynthesis","sc_sulfur_degradation_wp440_69875","7","0.104","0.028","0.000","0.953"
"cholesterol_biosynthesis","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","19","0.354","0.048","0.000","1.138"
"cholesterol_biosynthesis","sc_pentose_phosphate_pathway_wp369_69863","9","0.146","0.082","0.000","1.005"
"cholesterol_biosynthesis","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","12","0.208","0.042","0.000","1.032"
"cholesterol_biosynthesis","sc_eukaryotic_transcription_initiation_wp425_77440","10","0.167","0.198","0.000","1.068"
"cholesterol_biosynthesis","sc_sulfate_assimilation_pathway_ii_wp579_70251","11","0.188","0.042","0.000","1.018"
"cholesterol_biosynthesis","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_methionine_degradation_wp46_69881","9","0.146","0.028","0.000","0.982"
"cholesterol_biosynthesis","sc_threonine_and_methionine_biosynthesis_wp423_69874","19","0.354","0.055","0.000","1.141"
"cholesterol_biosynthesis","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","16","0.292","0.169","0.000","1.144"
"cholesterol_biosynthesis","sc_pentose_phosphate_pathway_2_wp670_73392","9","0.146","0.095","0.000","1.010"
"cholesterol_biosynthesis","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","19","0.354","0.000","0.000","1.118"
"cholesterol_biosynthesis","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","11","0.188","0.276","0.000","1.114"
"cholesterol_biosynthesis","sc_asparagine_biosynthesis_wp67_71349","16","0.292","0.028","0.000","1.086"
"cholesterol_biosynthesis","sc_phenylalanine_biosynthesis_wp194_69817","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_tryptophan_biosynthesis_wp165_71899","17","0.313","0.042","0.000","1.106"
"cholesterol_biosynthesis","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","19","0.354","0.028","0.000","1.130"
"cholesterol_biosynthesis","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","19","0.354","0.014","0.000","1.124"
"cholesterol_biosynthesis","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","13","0.229","0.082","0.000","1.064"
"cholesterol_biosynthesis","sc_pathways_of_chorismate_wp213_71175","9","0.146","0.238","0.000","1.069"
"cholesterol_biosynthesis","sc_tca_cycle_wp490_78394","5","0.063","0.210","0.000","0.999"
"cholesterol_biosynthesis","sc_glucose_repression_wp2836_78395","8","0.125","0.139","0.000","1.013"
"cholesterol_biosynthesis","sc_nucleotide_metabolism_wp321_71895","10","0.167","0.062","0.000","1.011"
"cholesterol_biosynthesis","sc_arginine_degradation_wp54_70247","7","0.104","0.028","0.000","0.953"
"cholesterol_biosynthesis","sc_isoleucine_and_valine_biosynthesis_wp359_69861","19","0.354","0.126","0.000","1.170"
"cholesterol_biosynthesis","sc_fatty_acid_oxidation_wp91_71343","7","0.104","0.075","0.000","0.972"
"cholesterol_biosynthesis","sc_p-cymene_degradation_wp181_69808","7","0.104","0.042","0.000","0.959"
"cholesterol_biosynthesis","sc_tyrosine_biosynthesis_wp538_69941","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_lipases_biosynthesis_wp71_70049","17","0.313","0.021","0.000","1.097"
"cholesterol_biosynthesis","sc_glutamate_degradation_viii_wp99_70055","9","0.146","0.035","0.000","0.985"
"cholesterol_biosynthesis","sc_threonine_biosynthesis_wp331_70271","17","0.313","0.035","0.000","1.103"
"cholesterol_biosynthesis","sc_fatty_acid_elongation,_saturated_wp380_69867","9","0.146","0.042","0.000","0.988"
"cholesterol_biosynthesis","sc_de_novo_nad_biosynthesis_wp541_69942","16","0.292","0.062","0.000","1.100"
"cholesterol_biosynthesis","sc_protein_modifications_wp346_69859","9","0.146","0.082","0.000","1.005"
"cholesterol_biosynthesis","sc_polyamine_biosynthesis_wp290_69849","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_arginine_biosynthesis_wp275_69844","15","0.271","0.055","0.000","1.082"
"cholesterol_biosynthesis","sc_valine_biosynthesis_wp2_78390","16","0.292","0.035","0.000","1.088"
"cholesterol_biosynthesis","sc_sucrose_biosynthesis_wp14_69669","17","0.313","0.007","0.000","1.092"
"cholesterol_biosynthesis","sc_serine-isocitrate_lyase_pathway_wp390_69869","10","0.167","0.114","0.000","1.033"
"cholesterol_biosynthesis","sc_glutathione_biosynthesis_wp196_76277","17","0.313","0.014","0.000","1.095"
"cholesterol_biosynthesis","sc_glycogen_catabolism_wp478_70263","8","0.125","0.028","0.000","0.968"
"cholesterol_biosynthesis","sc_glutamate_degradation_vii_wp559_70041","9","0.146","0.062","0.000","0.996"
"cholesterol_biosynthesis","sc_galactose_metabolism_wp549_69945","9","0.146","0.042","0.000","0.988"
"cholesterol_biosynthesis","sc_aerobic_glycerol_catabolism_wp224_71353","12","0.208","0.114","0.000","1.062"
"cholesterol_biosynthesis","sc_deoxyribose_phosphate_metabolism_wp228_69829","11","0.188","0.028","0.000","1.012"
"cholesterol_biosynthesis","sc_gluconeogenesis_wp156_69762","9","0.146","0.048","0.000","0.991"
"cholesterol_biosynthesis","sc_nad_biosynthesis_wp84_71345","14","0.250","0.021","0.000","1.053"
"cholesterol_biosynthesis","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","17","0.313","0.055","0.000","1.111"
"cholesterol_biosynthesis","sc_cell_cycle_and_cell_division_wp414_78393","9","0.146","0.588","0.000","1.214"
"cholesterol_biosynthesis","sc_udp-glucose_conversion_wp109_69750","10","0.167","0.035","0.000","1.000"
"cholesterol_biosynthesis","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","16","0.292","0.075","0.000","1.105"
"cholesterol_biosynthesis","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","19","0.354","0.126","0.000","1.170"
"cholesterol_biosynthesis","sc_trehalose_degradation,_low_osmolarity_wp70_70048","12","0.208","0.035","0.000","1.029"
"cholesterol_biosynthesis","sc_leucine_biosynthesis_wp180_69807","17","0.313","0.042","0.000","1.106"
"cholesterol_biosynthesis","sc_toluene_degradation_wp60_78389","9","0.146","0.042","0.000","0.988"
"cholesterol_biosynthesis","sc_triglyceride_biosynthesis_wp266_69843","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_glycolysis_wp253_69832","8","0.125","0.120","0.000","1.006"
"cholesterol_biosynthesis","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","9","0.146","0.028","0.000","0.982"
"cholesterol_biosynthesis","sc_proteasome_degradation_wp158_77442","9","0.146","0.232","0.000","1.067"
"cholesterol_biosynthesis","sc_tryptophan_degradation_wp301_67723","8","0.125","0.082","0.000","0.990"
"cholesterol_biosynthesis","sc_glucose-1-phosphate_metabolism_wp260_69835","11","0.188","0.028","0.000","1.012"
"cholesterol_biosynthesis","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","19","0.354","0.082","0.000","1.152"
"cholesterol_biosynthesis","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","21","0.396","0.139","0.000","1.205"
"cholesterol_biosynthesis","sc_glutamate_biosynthesis_wp77_71350","17","0.313","0.048","0.000","1.109"
"cholesterol_biosynthesis","sc_lactose_degradation_wp546_69943","8","0.125","0.048","0.000","0.976"
"cholesterol_biosynthesis","sc_isoleucine_biosynthesis_wp250_69831","18","0.333","0.048","0.000","1.123"
"cholesterol_biosynthesis","sc_glycolysis_and_gluconeogenesis_wp515_78397","11","0.188","0.254","0.000","1.105"
"cholesterol_biosynthesis","sc_asparagine_degradation_wp432_71892","7","0.104","0.048","0.000","0.961"
"cholesterol_biosynthesis","sc_tca_cycle_-_detailed_wp296_76239","6","0.083","0.145","0.000","0.987"
"cholesterol_biosynthesis","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_phenylalanine_degradation_wp573_74213","9","0.146","0.075","0.000","1.002"
"cholesterol_biosynthesis","sc_purine_fermentation_wp463_73550","7","0.104","0.042","0.000","0.959"
"cholesterol_biosynthesis","sc_serine_and_glycine_biosynthesis_wp218_69824","18","0.333","0.042","0.000","1.121"
"cholesterol_biosynthesis","sc_histidine_biosynthesis_wp514_71894","18","0.333","0.069","0.000","1.132"
"cholesterol_biosynthesis","sc_serine_biosynthesis_wp459_69877","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","11","0.188","0.069","0.000","1.029"
"cholesterol_biosynthesis","sc_ubiquinone_biosynthesis_wp308_69850","16","0.292","0.000","0.000","1.074"
"cholesterol_biosynthesis","sc_translation_factors_wp32_71347","9","0.146","0.227","0.000","1.065"
"cholesterol_biosynthesis","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","12","0.208","0.042","0.000","1.032"
"cholesterol_biosynthesis","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","17","0.313","0.048","0.000","1.109"
"cholesterol_biosynthesis","sc_phospholipid_biosynthesis_wp9_69581","19","0.354","0.062","0.000","1.144"
"cholesterol_biosynthesis","sc_sphingolipid_metabolism_wp370_76472","10","0.167","0.133","0.000","1.040"
"cholesterol_biosynthesis","sc_xylulose-monophosphate_cycle_wp361_69862","9","0.146","0.035","0.000","0.985"
"cholesterol_biosynthesis","sc_principle_pathways_of_carbon_metabolism_wp112_78138","12","0.208","0.448","0.000","1.200"
"cholesterol_biosynthesis","sc_glutamate_degradation_iii_wp503_69932","9","0.146","0.035","0.000","0.985"
"cholesterol_biosynthesis","sc_chorismate_biosynthesis_wp479_73732","19","0.354","0.055","0.000","1.141"
"cholesterol_biosynthesis","sc_glutamate_degradation_i_wp556_69958","9","0.146","0.021","0.000","0.980"
"cholesterol_biosynthesis","sc_leucine_degradation_wp354_70265","8","0.125","0.028","0.000","0.968"
"cholesterol_biosynthesis","sc_dna_replication_wp13_78398","6","0.083","0.418","0.000","1.099"
"cholesterol_biosynthesis","sc_genes_of_meiotic_recombination_wp377_69605","11","0.188","0.126","0.000","1.053"
"cholesterol_biosynthesis","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","9","0.146","0.042","0.000","0.988"
"cholesterol_biosynthesis","sc_nad_salvage_pathway_wp171_73683","6","0.083","0.042","0.000","0.944"
"cholesterol_biosynthesis","sc_aspartate_biosynthesis_wp1518_76276","17","0.313","0.028","0.000","1.100"
"cholesterol_biosynthesis","sc_glycine_degradation_wp345_71005","8","0.125","0.062","0.000","0.982"
"cholesterol_biosynthesis","sc_pyruvate_dehydrogenase_pathway_wp214_69823","9","0.146","0.028","0.000","0.982"
"cholesterol_biosynthesis","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","12","0.208","0.021","0.000","1.024"
"cholesterol_biosynthesis","sc_cholesterol_biosynthesis_wp132_77403","24","0.458","0.000","0.000","1.192"
"cholesterol_biosynthesis","sc_lysine_biosynthesis_wp533_69940","17","0.313","0.055","0.000","1.111"
"cholesterol_biosynthesis","sc_glycine_biosynthesis_wp261_77412","16","0.292","0.028","0.000","1.086"
"cholesterol_biosynthesis","sc_octane_oxidation_wp552_69954","8","0.125","0.035","0.000","0.970"
"cholesterol_biosynthesis","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","13","0.229","0.042","0.000","1.047"
"cholesterol_biosynthesis","sc_folic_acid_biosynthesis_wp555_69957","16","0.292","0.101","0.000","1.116"
"cholesterol_biosynthesis","sc_sulfur_amino_acid_biosynthesis_wp7_70252","17","0.313","0.095","0.000","1.128"
"cholesterol_biosynthesis","sc_isoleucine_degradation_wp178_69780","9","0.146","0.048","0.000","0.991"
"cholesterol_biosynthesis","sc_tryptophan_degradation_via_kynurenine_wp452_70274","11","0.188","0.042","0.000","1.018"
"cholesterol_biosynthesis","sc_m-cresol_degradation_wp172_69778","9","0.146","0.042","0.000","0.988"
"cholesterol_biosynthesis","sc_cytoplasmic_ribosomal_proteins_wp210_70142","13","0.229","0.542","0.000","1.254"
"cholesterol_biosynthesis","sc_mapk_signaling_pathway_wp510_78392","7","0.104","0.346","0.000","1.084"
"cholesterol_biosynthesis","sc_mitochondrial_trna_synthetases_wp62_76238","15","0.271","0.095","0.000","1.098"
"cholesterol_biosynthesis","sc_starch_and_cellulose_biosynthesis_wp257_69834","18","0.333","0.035","0.000","1.118"
"cholesterol_biosynthesis","sc_homocysteine_and_cysteine_interconversion_wp128_69755","14","0.250","0.028","0.000","1.056"
"histidine_biosynthesis","sc_cytoplasmic_trna_synthetases_wp219_76236","13","0.229","0.070","0.002","1.061"
"histidine_biosynthesis","sc_trehalose_biosynthesis_wp239_70272","16","0.292","0.015","0.000","1.080"
"histidine_biosynthesis","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","20","0.375","0.059","0.002","1.159"
"histidine_biosynthesis","sc_fatty_acid_elongation,_unsaturated_wp16_71346","10","0.167","0.023","0.000","0.995"
"histidine_biosynthesis","sc_upiquinone_q_prenylation_wp287_69848","9","0.146","0.023","0.000","0.980"
"histidine_biosynthesis","sc_anaerobic_respiration_wp575_73676","8","0.125","0.008","0.000","0.959"
"histidine_biosynthesis","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","17","0.313","0.041","0.001","1.106"
"histidine_biosynthesis","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","19","0.354","0.026","0.000","1.129"
"histidine_biosynthesis","sc_allantoin_degradation_wp328_71348","8","0.125","0.019","0.000","0.964"
"histidine_biosynthesis","sc_sulfur_degradation_wp440_69875","6","0.083","0.015","0.000","0.933"
"histidine_biosynthesis","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","16","0.292","0.026","0.000","1.085"
"histidine_biosynthesis","sc_pentose_phosphate_pathway_wp369_69863","8","0.125","0.045","0.001","0.975"
"histidine_biosynthesis","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","11","0.188","0.023","0.000","1.010"
"histidine_biosynthesis","sc_eukaryotic_transcription_initiation_wp425_77440","10","0.167","0.112","0.007","1.038"
"histidine_biosynthesis","sc_sulfate_assimilation_pathway_ii_wp579_70251","10","0.167","0.023","0.000","0.995"
"histidine_biosynthesis","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","18","0.333","0.015","0.000","1.110"
"histidine_biosynthesis","sc_methionine_degradation_wp46_69881","10","0.167","0.015","0.000","0.992"
"histidine_biosynthesis","sc_threonine_and_methionine_biosynthesis_wp423_69874","20","0.375","0.030","0.000","1.146"
"histidine_biosynthesis","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","16","0.292","0.095","0.005","1.117"
"histidine_biosynthesis","sc_pentose_phosphate_pathway_2_wp670_73392","8","0.125","0.052","0.001","0.979"
"histidine_biosynthesis","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","17","0.313","0.000","0.000","1.089"
"histidine_biosynthesis","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","14","0.250","0.000","0.014","1.056"
"histidine_biosynthesis","sc_asparagine_biosynthesis_wp67_71349","17","0.313","0.015","0.000","1.095"
"histidine_biosynthesis","sc_phenylalanine_biosynthesis_wp194_69817","17","0.313","0.015","0.000","1.095"
"histidine_biosynthesis","sc_tryptophan_biosynthesis_wp165_71899","16","0.292","0.023","0.000","1.083"
"histidine_biosynthesis","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","17","0.313","0.015","0.000","1.095"
"histidine_biosynthesis","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","19","0.354","0.008","0.000","1.121"
"histidine_biosynthesis","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","14","0.250","0.045","0.001","1.064"
"histidine_biosynthesis","sc_pathways_of_chorismate_wp213_71175","7","0.104","0.136","0.010","1.006"
"histidine_biosynthesis","sc_tca_cycle_wp490_78394","5","0.063","0.119","0.007","0.967"
"histidine_biosynthesis","sc_glucose_repression_wp2836_78395","7","0.104","0.077","0.003","0.976"
"histidine_biosynthesis","sc_nucleotide_metabolism_wp321_71895","10","0.167","0.034","0.001","1.000"
"histidine_biosynthesis","sc_arginine_degradation_wp54_70247","9","0.146","0.015","0.000","0.977"
"histidine_biosynthesis","sc_isoleucine_and_valine_biosynthesis_wp359_69861","20","0.375","0.070","0.002","1.164"
"histidine_biosynthesis","sc_fatty_acid_oxidation_wp91_71343","8","0.125","0.041","0.001","0.974"
"histidine_biosynthesis","sc_p-cymene_degradation_wp181_69808","7","0.104","0.023","0.000","0.951"
"histidine_biosynthesis","sc_tyrosine_biosynthesis_wp538_69941","18","0.333","0.015","0.000","1.110"
"histidine_biosynthesis","sc_lipases_biosynthesis_wp71_70049","16","0.292","0.011","0.000","1.079"
"histidine_biosynthesis","sc_glutamate_degradation_viii_wp99_70055","8","0.125","0.019","0.000","0.964"
"histidine_biosynthesis","sc_threonine_biosynthesis_wp331_70271","18","0.333","0.019","0.000","1.111"
