"intpathway","kegg","LCS","Gene Agreement","GenePair Agreement"
"glycine_degradation","exosome,_eukaryotes","5","0.965","1.000"
"glycine_degradation","dna_polymerase_epsilon_complex","8","0.965","1.000"
"glycine_degradation","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","12","0.965","1.000"
"glycine_degradation","n-glycan_precursor_biosynthesis","11","0.965","1.000"
"glycine_degradation","cytochrome_bc1_complex_respiratory_unit","10","0.965","1.000"
"glycine_degradation","dna_polymerase_zeta  complex","7","0.965","1.000"
"glycine_degradation","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","12","0.965","1.000"
"glycine_degradation","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","12","0.965","1.000"
"glycine_degradation","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","9","0.965","1.000"
"glycine_degradation","scf-cdc4_complex","3","0.965","1.000"
"folate_transformations","c5_isoprenoid_biosynthesis,_mevalonate_pathway","9","0.965","1.000"
"folate_transformations","gluconeogenesis,_oxaloacetate_=>_fructose-6p","11","0.965","1.000"
"folate_transformations","aminoacyl-trna_biosynthesis,_eukaryotes","10","0.965","1.000"
"folate_transformations","scf-grr1_complex","4","0.965","1.000"
"folate_transformations","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","14","0.965","1.000"
"folate_transformations","n-glycan_biosynthesis,_high-mannose_type","9","0.965","1.000"
"folate_transformations","cell_cycle_-_g1/s_transition","12","0.965","1.000"
"folate_transformations","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","13","0.965","1.000"
"folate_transformations","succinate_dehydrogenase_(ubiquinone)","10","0.965","1.000"
"folate_transformations","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","14","0.965","1.000"
"folate_transformations","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","12","0.965","1.000"
"folate_transformations","beta-oxidation,_acyl-coa_synthesis","10","0.965","1.000"
"folate_transformations","escrt-0_complex","5","0.965","1.000"
"folate_transformations","proline_biosynthesis,_glutamate_=>_proline","12","0.965","1.000"
"folate_transformations","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","13","0.965","1.000"
"folate_transformations","glyoxylate_cycle","6","0.965","1.000"
"folate_transformations","exosome,_archaea","6","0.965","1.000"
"folate_transformations","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","15","0.965","1.000"
"folate_transformations","camp_signaling","6","0.965","1.000"
"folate_transformations","f-type_atpase,_eukaryotes","10","0.965","1.000"
"folate_transformations","sphingosine_degradation","10","0.965","1.000"
"folate_transformations","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","11","0.965","1.000"
"folate_transformations","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","11","0.965","1.000"
"folate_transformations","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","10","0.965","1.000"
"folate_transformations","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","13","0.965","1.000"
"folate_transformations","ski_complex","3","0.965","1.000"
"folate_transformations","mrx_complex","3","0.965","1.000"
"folate_transformations","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","13","0.965","1.000"
"folate_transformations","lsm_1-7_complex","4","0.965","1.000"
"folate_transformations","glycolysis,_core_module_involving_three-carbon_compounds","13","0.965","1.000"
"folate_transformations","sm_core_complex","5","0.965","1.000"
"folate_transformations","cell_cycle_-_g2/m_transition","12","0.965","1.000"
"folate_transformations","dna_polymerase_alpha_/_primase_complex","10","0.965","1.000"
"folate_transformations","decapping_complex","5","0.965","1.000"
"folate_transformations","sec61_complex","4","0.965","1.000"
"folate_transformations","mcm_complex","3","0.965","1.000"
"folate_transformations","spliceosome,_u1-snrnp","6","0.965","1.000"
"folate_transformations","cap_binding_complex","5","0.965","1.000"
"folate_transformations","h/aca_ribonucleoprotein_complex","9","0.965","1.000"
"folate_transformations","origin_recognition_complex","8","0.965","1.000"
"folate_transformations","n-glycan_precursor_trimming","10","0.965","1.000"
"folate_transformations","gins_complex","4","0.965","1.000"
"folate_transformations","tetrahydrofolate_biosynthesis,_gtp_=>_thf","13","0.965","1.000"
"folate_transformations","lsm_2-8_complex","4","0.965","1.000"
"folate_transformations","proteasome,_19s_regulatory_particle_(pa700)","11","0.965","1.000"
"folate_transformations","rf-c_complex","4","0.965","1.000"
"folate_transformations","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","13","0.965","1.000"
"folate_transformations","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","12","0.965","1.000"
"folate_transformations","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","9","0.965","1.000"
"folate_transformations","holo-tfiih_complex","6","0.965","1.000"
"folate_transformations","serine_biosynthesis,_glycerate-3p_=>_serine","10","0.965","1.000"
"folate_transformations","cytochrome_bc1_complex","5","0.965","1.000"
"folate_transformations","escrt-iii_complex","6","0.965","1.000"
"folate_transformations","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","10","0.965","1.000"
"folate_transformations","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","15","0.965","1.000"
"folate_transformations","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","15","0.965","1.000"
"folate_transformations","c1-unit_interconversion,_eukaryotes","10","0.965","1.000"
"folate_transformations","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","10","0.965","1.000"
"folate_transformations","gaba_(gamma-aminobutyrate)_shunt","9","0.965","1.000"
"folate_transformations","n-glycosylation_by_oligosaccharyltransferase","14","0.965","1.000"
"folate_transformations","coenzyme_a_biosynthesis,_pantothenate_=>_coa","11","0.965","1.000"
"folate_transformations","fatty_acid_biosynthesis,_initiation","12","0.965","1.000"
"folate_transformations","gpi-anchor_biosynthesis,_core_oligosaccharide","9","0.965","1.000"
"folate_transformations","pentose_phosphate_pathway_(pentose_phosphate_cycle)","12","0.965","1.000"
"folate_transformations","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","11","0.965","1.000"
"folate_transformations","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","10","0.965","1.000"
"folate_transformations","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","14","0.965","1.000"
"folate_transformations","p97-ufd1-npl4_complex","5","0.965","1.000"
"folate_transformations","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","12","0.965","1.000"
"folate_transformations","citrate_cycle_(tca_cycle,_krebs_cycle)","8","0.965","1.000"
"folate_transformations","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","10","0.965","1.000"
"folate_transformations","methionine_salvage_pathway","7","0.965","1.000"
"folate_transformations","apc/c_complex","4","0.965","1.000"
"folate_transformations","rna_polymerase_ii,_eukaryotes","9","0.965","1.000"
"folate_transformations","ornithine_biosynthesis,_glutamate_=>_ornithine","11","0.965","1.000"
"folate_transformations","assimilatory_sulfate_reduction,_sulfate_=>_h2s","13","0.965","1.000"
"folate_transformations","eif4f_complex","4","0.965","1.000"
"folate_transformations","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","10","0.965","1.000"
"folate_transformations","prpp_biosynthesis,_ribose_5p_=>_prpp","8","0.965","1.000"
"folate_transformations","dna_damage-induced_cell_cycle_checkpoints","9","0.965","1.000"
"folate_transformations","copii_complex","4","0.965","1.000"
"folate_transformations","ergocalciferol_biosynthesis","9","0.965","1.000"
"folate_transformations","rna_polymerase_iii,_eukaryotes","9","0.965","1.000"
"folate_transformations","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","11","0.965","1.000"
"folate_transformations","scf-met30_complex","5","0.965","1.000"
"folate_transformations","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","13","0.965","1.000"
"folate_transformations","tramp_complex","5","0.965","1.000"
"folate_transformations","histidine_biosynthesis,_prpp_=>_histidine","9","0.965","1.000"
"folate_transformations","ribosome,_eukaryotes","7","0.965","1.000"
"folate_transformations","escrt-ii_complex","6","0.965","1.000"
"folate_transformations","tryptophan_biosynthesis,_chorismate_=>_tryptophan","12","0.965","1.000"
"folate_transformations","proteasome,_20s_core_particle","10","0.965","1.000"
"folate_transformations","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","10","0.965","1.000"
"folate_transformations","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","10","0.965","1.000"
"folate_transformations","fatty_acid_biosynthesis,_elongation","13","0.965","1.000"
"folate_transformations","rna_polymerase_i,_eukaryotes","9","0.965","1.000"
"folate_transformations","exosome,_eukaryotes","7","0.965","1.000"
"folate_transformations","dna_polymerase_epsilon_complex","9","0.965","1.000"
"folate_transformations","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","11","0.965","1.000"
"folate_transformations","n-glycan_precursor_biosynthesis","11","0.965","1.000"
"folate_transformations","cytochrome_bc1_complex_respiratory_unit","11","0.965","1.000"
"folate_transformations","dna_polymerase_zeta  complex","9","0.965","1.000"
"folate_transformations","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","14","0.965","1.000"
"folate_transformations","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","13","0.965","1.000"
"folate_transformations","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","10","0.965","1.000"
"folate_transformations","scf-cdc4_complex","4","0.965","1.000"
"folate_biosynthesis","c5_isoprenoid_biosynthesis,_mevalonate_pathway","15","0.965","1.000"
"folate_biosynthesis","gluconeogenesis,_oxaloacetate_=>_fructose-6p","9","0.965","1.000"
"folate_biosynthesis","aminoacyl-trna_biosynthesis,_eukaryotes","16","0.965","1.000"
"folate_biosynthesis","scf-grr1_complex","4","0.965","1.000"
"folate_biosynthesis","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","12","0.965","1.000"
"folate_biosynthesis","n-glycan_biosynthesis,_high-mannose_type","15","0.965","1.000"
"folate_biosynthesis","cell_cycle_-_g1/s_transition","7","0.965","1.000"
"folate_biosynthesis","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","10","0.965","1.000"
"folate_biosynthesis","succinate_dehydrogenase_(ubiquinone)","9","0.965","1.000"
"folate_biosynthesis","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","12","0.965","1.000"
"folate_biosynthesis","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","10","0.965","1.000"
"folate_biosynthesis","beta-oxidation,_acyl-coa_synthesis","14","0.965","1.000"
"folate_biosynthesis","escrt-0_complex","4","0.965","1.000"
"folate_biosynthesis","proline_biosynthesis,_glutamate_=>_proline","16","0.965","1.000"
"folate_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","17","0.965","1.000"
"folate_biosynthesis","glyoxylate_cycle","8","0.965","1.000"
"folate_biosynthesis","exosome,_archaea","5","0.965","1.000"
"folate_biosynthesis","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","16","0.965","1.000"
"folate_biosynthesis","camp_signaling","5","0.965","1.000"
"folate_biosynthesis","f-type_atpase,_eukaryotes","9","0.965","1.000"
"folate_biosynthesis","sphingosine_degradation","6","0.965","1.000"
"folate_biosynthesis","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","17","0.965","1.000"
"folate_biosynthesis","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","17","0.965","1.000"
"folate_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","17","0.965","1.000"
"folate_biosynthesis","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","12","0.965","1.000"
"folate_biosynthesis","ski_complex","3","0.965","1.000"
"folate_biosynthesis","mrx_complex","3","0.965","1.000"
"folate_biosynthesis","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","17","0.965","1.000"
"folate_biosynthesis","lsm_1-7_complex","4","0.965","1.000"
"folate_biosynthesis","glycolysis,_core_module_involving_three-carbon_compounds","11","0.965","1.000"
"folate_biosynthesis","sm_core_complex","5","0.965","1.000"
"folate_biosynthesis","cell_cycle_-_g2/m_transition","6","0.965","1.000"
"folate_biosynthesis","dna_polymerase_alpha_/_primase_complex","8","0.965","1.000"
"folate_biosynthesis","decapping_complex","4","0.965","1.000"
"folate_biosynthesis","sec61_complex","4","0.965","1.000"
"folate_biosynthesis","mcm_complex","3","0.965","1.000"
"folate_biosynthesis","spliceosome,_u1-snrnp","6","0.965","1.000"
"folate_biosynthesis","cap_binding_complex","6","0.965","1.000"
"folate_biosynthesis","h/aca_ribonucleoprotein_complex","8","0.965","1.000"
"folate_biosynthesis","origin_recognition_complex","6","0.965","1.000"
"folate_biosynthesis","n-glycan_precursor_trimming","6","0.965","1.000"
"folate_biosynthesis","gins_complex","3","0.965","1.000"
"folate_biosynthesis","tetrahydrofolate_biosynthesis,_gtp_=>_thf","19","0.965","1.000"
"folate_biosynthesis","lsm_2-8_complex","4","0.965","1.000"
"folate_biosynthesis","proteasome,_19s_regulatory_particle_(pa700)","8","0.965","1.000"
"folate_biosynthesis","rf-c_complex","4","0.965","1.000"
"folate_biosynthesis","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","15","0.965","1.000"
"folate_biosynthesis","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","15","0.965","1.000"
"folate_biosynthesis","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","17","0.965","1.000"
"folate_biosynthesis","holo-tfiih_complex","6","0.965","1.000"
"folate_biosynthesis","serine_biosynthesis,_glycerate-3p_=>_serine","14","0.965","1.000"
"folate_biosynthesis","cytochrome_bc1_complex","6","0.965","1.000"
"folate_biosynthesis","escrt-iii_complex","4","0.965","1.000"
"folate_biosynthesis","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","9","0.965","1.000"
"folate_biosynthesis","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","13","0.965","1.000"
"folate_biosynthesis","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","16","0.965","1.000"
"folate_biosynthesis","c1-unit_interconversion,_eukaryotes","9","0.965","1.000"
"folate_biosynthesis","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","15","0.965","1.000"
"folate_biosynthesis","gaba_(gamma-aminobutyrate)_shunt","8","0.965","1.000"
"folate_biosynthesis","n-glycosylation_by_oligosaccharyltransferase","13","0.965","1.000"
"folate_biosynthesis","coenzyme_a_biosynthesis,_pantothenate_=>_coa","15","0.965","1.000"
"folate_biosynthesis","fatty_acid_biosynthesis,_initiation","16","0.965","1.000"
"folate_biosynthesis","gpi-anchor_biosynthesis,_core_oligosaccharide","14","0.965","1.000"
"folate_biosynthesis","pentose_phosphate_pathway_(pentose_phosphate_cycle)","10","0.965","1.000"
"folate_biosynthesis","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","17","0.965","1.000"
"folate_biosynthesis","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","17","0.965","1.000"
"folate_biosynthesis","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","16","0.965","1.000"
"folate_biosynthesis","p97-ufd1-npl4_complex","5","0.965","1.000"
"folate_biosynthesis","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","16","0.965","1.000"
"folate_biosynthesis","citrate_cycle_(tca_cycle,_krebs_cycle)","8","0.965","1.000"
"folate_biosynthesis","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","10","0.965","1.000"
"folate_biosynthesis","methionine_salvage_pathway","7","0.965","1.000"
"folate_biosynthesis","apc/c_complex","4","0.965","1.000"
"folate_biosynthesis","rna_polymerase_ii,_eukaryotes","10","0.965","1.000"
"folate_biosynthesis","ornithine_biosynthesis,_glutamate_=>_ornithine","16","0.965","1.000"
"folate_biosynthesis","assimilatory_sulfate_reduction,_sulfate_=>_h2s","12","0.965","1.000"
"folate_biosynthesis","eif4f_complex","4","0.965","1.000"
"folate_biosynthesis","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","17","0.965","1.000"
"folate_biosynthesis","prpp_biosynthesis,_ribose_5p_=>_prpp","13","0.965","1.000"
"folate_biosynthesis","dna_damage-induced_cell_cycle_checkpoints","8","0.965","1.000"
"folate_biosynthesis","copii_complex","4","0.965","1.000"
"folate_biosynthesis","ergocalciferol_biosynthesis","16","0.965","1.000"
"folate_biosynthesis","rna_polymerase_iii,_eukaryotes","10","0.965","1.000"
"folate_biosynthesis","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","15","0.965","1.000"
"folate_biosynthesis","scf-met30_complex","5","0.965","1.000"
"folate_biosynthesis","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","16","0.965","1.000"
"folate_biosynthesis","tramp_complex","4","0.965","1.000"
"folate_biosynthesis","histidine_biosynthesis,_prpp_=>_histidine","15","0.965","1.000"
"folate_biosynthesis","ribosome,_eukaryotes","7","0.965","1.000"
"folate_biosynthesis","escrt-ii_complex","4","0.965","1.000"
"folate_biosynthesis","tryptophan_biosynthesis,_chorismate_=>_tryptophan","15","0.965","1.000"
"folate_biosynthesis","proteasome,_20s_core_particle","7","0.965","1.000"
"folate_biosynthesis","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","15","0.965","1.000"
"folate_biosynthesis","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","16","0.965","1.000"
"folate_biosynthesis","fatty_acid_biosynthesis,_elongation","16","0.965","1.000"
"folate_biosynthesis","rna_polymerase_i,_eukaryotes","10","0.965","1.000"
"folate_biosynthesis","exosome,_eukaryotes","7","0.965","1.000"
"folate_biosynthesis","dna_polymerase_epsilon_complex","9","0.965","1.000"
"folate_biosynthesis","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","15","0.965","1.000"
"folate_biosynthesis","n-glycan_precursor_biosynthesis","16","0.965","1.000"
"folate_biosynthesis","cytochrome_bc1_complex_respiratory_unit","9","0.965","1.000"
"folate_biosynthesis","dna_polymerase_zeta  complex","7","0.965","1.000"
"folate_biosynthesis","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","17","0.965","1.000"
"folate_biosynthesis","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","15","0.965","1.000"
"folate_biosynthesis","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","9","0.965","1.000"
"folate_biosynthesis","scf-cdc4_complex","4","0.965","1.000"
"rna_transport","c5_isoprenoid_biosynthesis,_mevalonate_pathway","8","0.965","1.000"
"rna_transport","gluconeogenesis,_oxaloacetate_=>_fructose-6p","6","0.965","1.000"
"rna_transport","aminoacyl-trna_biosynthesis,_eukaryotes","9","0.965","1.000"
"rna_transport","scf-grr1_complex","3","0.965","1.000"
"rna_transport","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","10","0.965","1.000"
"rna_transport","n-glycan_biosynthesis,_high-mannose_type","8","0.965","1.000"
"rna_transport","cell_cycle_-_g1/s_transition","7","0.965","1.000"
"rna_transport","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","10","0.965","1.000"
"rna_transport","succinate_dehydrogenase_(ubiquinone)","7","0.965","1.000"
"rna_transport","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","8","0.965","1.000"
"rna_transport","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","9","0.965","1.000"
"rna_transport","beta-oxidation,_acyl-coa_synthesis","5","0.965","1.000"
"rna_transport","escrt-0_complex","3","0.965","1.000"
"rna_transport","proline_biosynthesis,_glutamate_=>_proline","7","0.965","1.000"
"rna_transport","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","7","0.965","1.000"
"rna_transport","glyoxylate_cycle","2","0.965","1.000"
"rna_transport","exosome,_archaea","3","0.965","1.000"
"rna_transport","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","8","0.965","1.000"
"rna_transport","camp_signaling","4","0.965","1.000"
"rna_transport","f-type_atpase,_eukaryotes","6","0.965","1.000"
"rna_transport","sphingosine_degradation","5","0.965","1.000"
"rna_transport","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","8","0.965","1.000"
"rna_transport","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","7","0.965","1.000"
"rna_transport","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","6","0.965","1.000"
"rna_transport","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","8","0.965","1.000"
"rna_transport","ski_complex","2","0.965","1.000"
"rna_transport","mrx_complex","3","0.965","1.000"
"rna_transport","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","7","0.965","1.000"
"rna_transport","lsm_1-7_complex","2","0.965","1.000"
"rna_transport","glycolysis,_core_module_involving_three-carbon_compounds","9","0.965","1.000"
"rna_transport","sm_core_complex","3","0.965","1.000"
"rna_transport","cell_cycle_-_g2/m_transition","7","0.965","1.000"
"rna_transport","dna_polymerase_alpha_/_primase_complex","8","0.965","1.000"
"rna_transport","decapping_complex","3","0.965","1.000"
"rna_transport","sec61_complex","2","0.965","1.000"
"rna_transport","mcm_complex","2","0.965","1.000"
"rna_transport","spliceosome,_u1-snrnp","4","0.965","1.000"
"rna_transport","cap_binding_complex","4","0.965","1.000"
"rna_transport","h/aca_ribonucleoprotein_complex","7","0.965","1.000"
"rna_transport","origin_recognition_complex","6","0.965","1.000"
"rna_transport","n-glycan_precursor_trimming","8","0.965","1.000"
"rna_transport","gins_complex","3","0.965","1.000"
"rna_transport","tetrahydrofolate_biosynthesis,_gtp_=>_thf","8","0.965","1.000"
"rna_transport","lsm_2-8_complex","2","0.965","1.000"
"rna_transport","proteasome,_19s_regulatory_particle_(pa700)","8","0.965","1.000"
"rna_transport","rf-c_complex","3","0.965","1.000"
"rna_transport","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","9","0.965","1.000"
"rna_transport","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","10","0.965","1.000"
"rna_transport","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","6","0.965","1.000"
"rna_transport","holo-tfiih_complex","2","0.965","1.000"
"rna_transport","serine_biosynthesis,_glycerate-3p_=>_serine","8","0.965","1.000"
"rna_transport","cytochrome_bc1_complex","3","0.965","1.000"
"rna_transport","escrt-iii_complex","3","0.965","1.000"
"rna_transport","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","8","0.965","1.000"
"rna_transport","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","9","0.965","1.000"
"rna_transport","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","8","0.965","1.000"
"rna_transport","c1-unit_interconversion,_eukaryotes","9","0.965","1.000"
"rna_transport","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","7","0.965","1.000"
"rna_transport","gaba_(gamma-aminobutyrate)_shunt","7","0.965","1.000"
"rna_transport","n-glycosylation_by_oligosaccharyltransferase","9","0.965","1.000"
"rna_transport","coenzyme_a_biosynthesis,_pantothenate_=>_coa","8","0.965","1.000"
"rna_transport","fatty_acid_biosynthesis,_initiation","6","0.965","1.000"
"rna_transport","gpi-anchor_biosynthesis,_core_oligosaccharide","6","0.965","1.000"
"rna_transport","pentose_phosphate_pathway_(pentose_phosphate_cycle)","10","0.965","1.000"
"rna_transport","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","7","0.965","1.000"
"rna_transport","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","8","0.965","1.000"
"rna_transport","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","8","0.965","1.000"
"rna_transport","p97-ufd1-npl4_complex","3","0.965","1.000"
"rna_transport","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","8","0.965","1.000"
"rna_transport","citrate_cycle_(tca_cycle,_krebs_cycle)","6","0.965","1.000"
"rna_transport","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","8","0.965","1.000"
"rna_transport","methionine_salvage_pathway","5","0.965","1.000"
"rna_transport","apc/c_complex","3","0.965","1.000"
"rna_transport","rna_polymerase_ii,_eukaryotes","9","0.965","1.000"
"rna_transport","ornithine_biosynthesis,_glutamate_=>_ornithine","8","0.965","1.000"
"rna_transport","assimilatory_sulfate_reduction,_sulfate_=>_h2s","7","0.965","1.000"
"rna_transport","eif4f_complex","2","0.965","1.000"
"rna_transport","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","9","0.965","1.000"
"rna_transport","prpp_biosynthesis,_ribose_5p_=>_prpp","7","0.965","1.000"
"rna_transport","dna_damage-induced_cell_cycle_checkpoints","8","0.965","1.000"
"rna_transport","copii_complex","2","0.965","1.000"
"rna_transport","ergocalciferol_biosynthesis","5","0.965","1.000"
"rna_transport","rna_polymerase_iii,_eukaryotes","9","0.965","1.000"
"rna_transport","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","7","0.965","1.000"
"rna_transport","scf-met30_complex","2","0.965","1.000"
"rna_transport","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","8","0.965","1.000"
"rna_transport","tramp_complex","5","0.965","1.000"
"rna_transport","histidine_biosynthesis,_prpp_=>_histidine","7","0.965","1.000"
"rna_transport","ribosome,_eukaryotes","5","0.965","1.000"
"rna_transport","escrt-ii_complex","3","0.965","1.000"
"rna_transport","tryptophan_biosynthesis,_chorismate_=>_tryptophan","8","0.965","1.000"
"rna_transport","proteasome,_20s_core_particle","7","0.965","1.000"
"rna_transport","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","8","0.965","1.000"
"rna_transport","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","7","0.965","1.000"
"rna_transport","fatty_acid_biosynthesis,_elongation","7","0.965","1.000"
"rna_transport","rna_polymerase_i,_eukaryotes","9","0.965","1.000"
"rna_transport","exosome,_eukaryotes","4","0.965","1.000"
"rna_transport","dna_polymerase_epsilon_complex","8","0.965","1.000"
"rna_transport","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","9","0.965","1.000"
"rna_transport","n-glycan_precursor_biosynthesis","8","0.965","1.000"
"rna_transport","cytochrome_bc1_complex_respiratory_unit","8","0.965","1.000"
"rna_transport","dna_polymerase_zeta  complex","7","0.965","1.000"
"rna_transport","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","8","0.965","1.000"
"rna_transport","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","7","0.965","1.000"
"rna_transport","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","8","0.965","1.000"
"rna_transport","scf-cdc4_complex","2","0.965","1.000"
"xylulose-monophosphate_cycle","c5_isoprenoid_biosynthesis,_mevalonate_pathway","12","0.965","1.000"
"xylulose-monophosphate_cycle","gluconeogenesis,_oxaloacetate_=>_fructose-6p","14","0.965","1.000"
