"intpathway","wikipathways","LCS","Gene Agreement","GenePair Agreement"
"sphingolipid_metabolism","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","12","0.951","1.000"
"sphingolipid_metabolism","sc_asparagine_biosynthesis_wp67_71349","9","0.951","1.000"
"sphingolipid_metabolism","sc_phenylalanine_biosynthesis_wp194_69817","11","0.951","1.000"
"sphingolipid_metabolism","sc_tryptophan_biosynthesis_wp165_71899","9","0.951","1.000"
"sphingolipid_metabolism","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","12","0.951","1.000"
"sphingolipid_metabolism","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","14","0.951","1.000"
"sphingolipid_metabolism","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","14","0.951","1.000"
"sphingolipid_metabolism","sc_pathways_of_chorismate_wp213_71175","9","0.951","1.000"
"sphingolipid_metabolism","sc_tca_cycle_wp490_78394","5","0.951","1.000"
"sphingolipid_metabolism","sc_glucose_repression_wp2836_78395","6","0.951","1.000"
"sphingolipid_metabolism","sc_nucleotide_metabolism_wp321_71895","16","0.951","1.000"
"sphingolipid_metabolism","sc_arginine_degradation_wp54_70247","8","0.951","1.000"
"sphingolipid_metabolism","sc_isoleucine_and_valine_biosynthesis_wp359_69861","12","0.951","1.000"
"sphingolipid_metabolism","sc_fatty_acid_oxidation_wp91_71343","7","0.951","1.000"
"sphingolipid_metabolism","sc_p-cymene_degradation_wp181_69808","7","0.951","1.000"
"sphingolipid_metabolism","sc_tyrosine_biosynthesis_wp538_69941","8","0.951","1.000"
"sphingolipid_metabolism","sc_lipases_biosynthesis_wp71_70049","9","0.951","1.000"
"sphingolipid_metabolism","sc_glutamate_degradation_viii_wp99_70055","8","0.951","1.000"
"sphingolipid_metabolism","sc_threonine_biosynthesis_wp331_70271","9","0.951","1.000"
"sphingolipid_metabolism","sc_fatty_acid_elongation,_saturated_wp380_69867","8","0.951","1.000"
"sphingolipid_metabolism","sc_de_novo_nad_biosynthesis_wp541_69942","9","0.951","1.000"
"sphingolipid_metabolism","sc_protein_modifications_wp346_69859","10","0.951","1.000"
"sphingolipid_metabolism","sc_polyamine_biosynthesis_wp290_69849","10","0.951","1.000"
"sphingolipid_metabolism","sc_arginine_biosynthesis_wp275_69844","9","0.951","1.000"
"sphingolipid_metabolism","sc_valine_biosynthesis_wp2_78390","8","0.951","1.000"
"sphingolipid_metabolism","sc_sucrose_biosynthesis_wp14_69669","7","0.951","1.000"
"sphingolipid_metabolism","sc_serine-isocitrate_lyase_pathway_wp390_69869","9","0.951","1.000"
"sphingolipid_metabolism","sc_glutathione_biosynthesis_wp196_76277","9","0.951","1.000"
"sphingolipid_metabolism","sc_glycogen_catabolism_wp478_70263","12","0.951","1.000"
"sphingolipid_metabolism","sc_glutamate_degradation_vii_wp559_70041","8","0.951","1.000"
"sphingolipid_metabolism","sc_galactose_metabolism_wp549_69945","14","0.951","1.000"
"sphingolipid_metabolism","sc_aerobic_glycerol_catabolism_wp224_71353","14","0.951","1.000"
"sphingolipid_metabolism","sc_deoxyribose_phosphate_metabolism_wp228_69829","16","0.951","1.000"
"sphingolipid_metabolism","sc_gluconeogenesis_wp156_69762","7","0.951","1.000"
"sphingolipid_metabolism","sc_nad_biosynthesis_wp84_71345","8","0.951","1.000"
"sphingolipid_metabolism","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","12","0.951","1.000"
"sphingolipid_metabolism","sc_cell_cycle_and_cell_division_wp414_78393","8","0.951","1.000"
"sphingolipid_metabolism","sc_udp-glucose_conversion_wp109_69750","7","0.951","1.000"
"sphingolipid_metabolism","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","13","0.951","1.000"
"sphingolipid_metabolism","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","13","0.951","1.000"
"sphingolipid_metabolism","sc_trehalose_degradation,_low_osmolarity_wp70_70048","10","0.951","1.000"
"sphingolipid_metabolism","sc_leucine_biosynthesis_wp180_69807","8","0.951","1.000"
"sphingolipid_metabolism","sc_toluene_degradation_wp60_78389","7","0.951","1.000"
"sphingolipid_metabolism","sc_triglyceride_biosynthesis_wp266_69843","11","0.951","1.000"
"sphingolipid_metabolism","sc_glycolysis_wp253_69832","7","0.951","1.000"
"sphingolipid_metabolism","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","10","0.951","1.000"
"sphingolipid_metabolism","sc_proteasome_degradation_wp158_77442","7","0.951","1.000"
"sphingolipid_metabolism","sc_tryptophan_degradation_wp301_67723","8","0.951","1.000"
"sphingolipid_metabolism","sc_glucose-1-phosphate_metabolism_wp260_69835","16","0.951","1.000"
"sphingolipid_metabolism","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","13","0.951","1.000"
"sphingolipid_metabolism","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","14","0.951","1.000"
"sphingolipid_metabolism","sc_glutamate_biosynthesis_wp77_71350","9","0.951","1.000"
"sphingolipid_metabolism","sc_lactose_degradation_wp546_69943","6","0.951","1.000"
"sphingolipid_metabolism","sc_isoleucine_biosynthesis_wp250_69831","10","0.951","1.000"
"sphingolipid_metabolism","sc_glycolysis_and_gluconeogenesis_wp515_78397","11","0.951","1.000"
"sphingolipid_metabolism","sc_asparagine_degradation_wp432_71892","8","0.951","1.000"
"sphingolipid_metabolism","sc_tca_cycle_-_detailed_wp296_76239","7","0.951","1.000"
"sphingolipid_metabolism","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","9","0.951","1.000"
"sphingolipid_metabolism","sc_phenylalanine_degradation_wp573_74213","10","0.951","1.000"
"sphingolipid_metabolism","sc_purine_fermentation_wp463_73550","10","0.951","1.000"
"sphingolipid_metabolism","sc_serine_and_glycine_biosynthesis_wp218_69824","11","0.951","1.000"
"sphingolipid_metabolism","sc_histidine_biosynthesis_wp514_71894","10","0.951","1.000"
"sphingolipid_metabolism","sc_serine_biosynthesis_wp459_69877","8","0.951","1.000"
"sphingolipid_metabolism","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","10","0.951","1.000"
"sphingolipid_metabolism","sc_ubiquinone_biosynthesis_wp308_69850","9","0.951","1.000"
"sphingolipid_metabolism","sc_translation_factors_wp32_71347","8","0.951","1.000"
"sphingolipid_metabolism","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","13","0.951","1.000"
"sphingolipid_metabolism","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","11","0.951","1.000"
"sphingolipid_metabolism","sc_phospholipid_biosynthesis_wp9_69581","14","0.951","1.000"
"sphingolipid_metabolism","sc_sphingolipid_metabolism_wp370_76472","23","0.951","1.000"
"sphingolipid_metabolism","sc_xylulose-monophosphate_cycle_wp361_69862","7","0.951","1.000"
"sphingolipid_metabolism","sc_principle_pathways_of_carbon_metabolism_wp112_78138","17","0.951","1.000"
"sphingolipid_metabolism","sc_glutamate_degradation_iii_wp503_69932","8","0.951","1.000"
"sphingolipid_metabolism","sc_chorismate_biosynthesis_wp479_73732","10","0.951","1.000"
"sphingolipid_metabolism","sc_glutamate_degradation_i_wp556_69958","8","0.951","1.000"
"sphingolipid_metabolism","sc_leucine_degradation_wp354_70265","7","0.951","1.000"
"sphingolipid_metabolism","sc_dna_replication_wp13_78398","6","0.951","1.000"
"sphingolipid_metabolism","sc_genes_of_meiotic_recombination_wp377_69605","9","0.951","1.000"
"sphingolipid_metabolism","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","9","0.951","1.000"
"sphingolipid_metabolism","sc_nad_salvage_pathway_wp171_73683","7","0.951","1.000"
"sphingolipid_metabolism","sc_aspartate_biosynthesis_wp1518_76276","8","0.951","1.000"
"sphingolipid_metabolism","sc_glycine_degradation_wp345_71005","8","0.951","1.000"
"sphingolipid_metabolism","sc_pyruvate_dehydrogenase_pathway_wp214_69823","7","0.951","1.000"
"sphingolipid_metabolism","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","9","0.951","1.000"
"sphingolipid_metabolism","sc_cholesterol_biosynthesis_wp132_77403","10","0.951","1.000"
"sphingolipid_metabolism","sc_lysine_biosynthesis_wp533_69940","8","0.951","1.000"
"sphingolipid_metabolism","sc_glycine_biosynthesis_wp261_77412","9","0.951","1.000"
"sphingolipid_metabolism","sc_octane_oxidation_wp552_69954","7","0.951","1.000"
"sphingolipid_metabolism","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","17","0.951","1.000"
"sphingolipid_metabolism","sc_folic_acid_biosynthesis_wp555_69957","11","0.951","1.000"
"sphingolipid_metabolism","sc_sulfur_amino_acid_biosynthesis_wp7_70252","11","0.951","1.000"
"sphingolipid_metabolism","sc_isoleucine_degradation_wp178_69780","9","0.951","1.000"
"sphingolipid_metabolism","sc_tryptophan_degradation_via_kynurenine_wp452_70274","10","0.951","1.000"
"sphingolipid_metabolism","sc_m-cresol_degradation_wp172_69778","7","0.951","1.000"
"sphingolipid_metabolism","sc_cytoplasmic_ribosomal_proteins_wp210_70142","10","0.951","1.000"
"sphingolipid_metabolism","sc_mapk_signaling_pathway_wp510_78392","9","0.951","1.000"
"sphingolipid_metabolism","sc_mitochondrial_trna_synthetases_wp62_76238","9","0.951","1.000"
"sphingolipid_metabolism","sc_starch_and_cellulose_biosynthesis_wp257_69834","10","0.951","1.000"
"sphingolipid_metabolism","sc_homocysteine_and_cysteine_interconversion_wp128_69755","10","0.951","1.000"
"basal_transcription_factors","sc_cytoplasmic_trna_synthetases_wp219_76236","11","0.951","1.000"
"basal_transcription_factors","sc_trehalose_biosynthesis_wp239_70272","11","0.951","1.000"
"basal_transcription_factors","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","13","0.951","1.000"
"basal_transcription_factors","sc_fatty_acid_elongation,_unsaturated_wp16_71346","14","0.951","1.000"
"basal_transcription_factors","sc_upiquinone_q_prenylation_wp287_69848","10","0.951","1.000"
"basal_transcription_factors","sc_anaerobic_respiration_wp575_73676","12","0.951","1.000"
"basal_transcription_factors","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","13","0.951","1.000"
"basal_transcription_factors","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","13","0.951","1.000"
"basal_transcription_factors","sc_allantoin_degradation_wp328_71348","12","0.951","1.000"
"basal_transcription_factors","sc_sulfur_degradation_wp440_69875","10","0.951","1.000"
"basal_transcription_factors","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","12","0.951","1.000"
"basal_transcription_factors","sc_pentose_phosphate_pathway_wp369_69863","9","0.951","1.000"
"basal_transcription_factors","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","13","0.951","1.000"
"basal_transcription_factors","sc_eukaryotic_transcription_initiation_wp425_77440","20","0.951","1.000"
"basal_transcription_factors","sc_sulfate_assimilation_pathway_ii_wp579_70251","13","0.951","1.000"
"basal_transcription_factors","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","11","0.951","1.000"
"basal_transcription_factors","sc_methionine_degradation_wp46_69881","10","0.951","1.000"
"basal_transcription_factors","sc_threonine_and_methionine_biosynthesis_wp423_69874","13","0.951","1.000"
"basal_transcription_factors","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","12","0.951","1.000"
"basal_transcription_factors","sc_pentose_phosphate_pathway_2_wp670_73392","9","0.951","1.000"
"basal_transcription_factors","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","10","1.000","1.000"
"basal_transcription_factors","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","12","0.951","1.000"
"basal_transcription_factors","sc_asparagine_biosynthesis_wp67_71349","11","0.951","1.000"
"basal_transcription_factors","sc_phenylalanine_biosynthesis_wp194_69817","11","0.951","1.000"
"basal_transcription_factors","sc_tryptophan_biosynthesis_wp165_71899","11","0.951","1.000"
"basal_transcription_factors","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","12","0.951","1.000"
"basal_transcription_factors","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","13","0.951","1.000"
"basal_transcription_factors","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","12","0.951","1.000"
"basal_transcription_factors","sc_pathways_of_chorismate_wp213_71175","11","0.951","1.000"
"basal_transcription_factors","sc_tca_cycle_wp490_78394","7","0.951","1.000"
"basal_transcription_factors","sc_glucose_repression_wp2836_78395","9","0.951","1.000"
"basal_transcription_factors","sc_nucleotide_metabolism_wp321_71895","10","0.951","1.000"
"basal_transcription_factors","sc_arginine_degradation_wp54_70247","11","0.951","1.000"
"basal_transcription_factors","sc_isoleucine_and_valine_biosynthesis_wp359_69861","11","0.951","1.000"
"basal_transcription_factors","sc_fatty_acid_oxidation_wp91_71343","11","0.951","1.000"
"basal_transcription_factors","sc_p-cymene_degradation_wp181_69808","9","0.951","1.000"
"basal_transcription_factors","sc_tyrosine_biosynthesis_wp538_69941","11","0.951","1.000"
"basal_transcription_factors","sc_lipases_biosynthesis_wp71_70049","9","0.951","1.000"
"basal_transcription_factors","sc_glutamate_degradation_viii_wp99_70055","10","0.951","1.000"
"basal_transcription_factors","sc_threonine_biosynthesis_wp331_70271","11","0.951","1.000"
"basal_transcription_factors","sc_fatty_acid_elongation,_saturated_wp380_69867","14","0.951","1.000"
"basal_transcription_factors","sc_de_novo_nad_biosynthesis_wp541_69942","8","0.951","1.000"
"basal_transcription_factors","sc_protein_modifications_wp346_69859","12","0.951","1.000"
"basal_transcription_factors","sc_polyamine_biosynthesis_wp290_69849","9","0.951","1.000"
"basal_transcription_factors","sc_arginine_biosynthesis_wp275_69844","10","0.951","1.000"
"basal_transcription_factors","sc_valine_biosynthesis_wp2_78390","9","0.951","1.000"
"basal_transcription_factors","sc_sucrose_biosynthesis_wp14_69669","10","0.951","1.000"
"basal_transcription_factors","sc_serine-isocitrate_lyase_pathway_wp390_69869","11","0.951","1.000"
"basal_transcription_factors","sc_glutathione_biosynthesis_wp196_76277","11","0.951","1.000"
"basal_transcription_factors","sc_glycogen_catabolism_wp478_70263","10","0.951","1.000"
"basal_transcription_factors","sc_glutamate_degradation_vii_wp559_70041","10","0.951","1.000"
"basal_transcription_factors","sc_galactose_metabolism_wp549_69945","11","0.951","1.000"
"basal_transcription_factors","sc_aerobic_glycerol_catabolism_wp224_71353","11","0.951","1.000"
"basal_transcription_factors","sc_deoxyribose_phosphate_metabolism_wp228_69829","10","0.951","1.000"
"basal_transcription_factors","sc_gluconeogenesis_wp156_69762","7","0.951","1.000"
"basal_transcription_factors","sc_nad_biosynthesis_wp84_71345","8","0.951","1.000"
"basal_transcription_factors","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","11","0.951","1.000"
"basal_transcription_factors","sc_cell_cycle_and_cell_division_wp414_78393","11","0.951","1.000"
"basal_transcription_factors","sc_udp-glucose_conversion_wp109_69750","9","0.951","1.000"
"basal_transcription_factors","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","12","0.951","1.000"
"basal_transcription_factors","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","11","0.951","1.000"
"basal_transcription_factors","sc_trehalose_degradation,_low_osmolarity_wp70_70048","14","0.951","1.000"
"basal_transcription_factors","sc_leucine_biosynthesis_wp180_69807","9","0.951","1.000"
"basal_transcription_factors","sc_toluene_degradation_wp60_78389","10","0.951","1.000"
"basal_transcription_factors","sc_triglyceride_biosynthesis_wp266_69843","12","0.951","1.000"
"basal_transcription_factors","sc_glycolysis_wp253_69832","6","0.951","1.000"
"basal_transcription_factors","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","12","0.951","1.000"
"basal_transcription_factors","sc_proteasome_degradation_wp158_77442","11","0.951","1.000"
"basal_transcription_factors","sc_tryptophan_degradation_wp301_67723","12","0.951","1.000"
"basal_transcription_factors","sc_glucose-1-phosphate_metabolism_wp260_69835","9","0.951","1.000"
"basal_transcription_factors","sc_panothenate_and_coenzyme_a_biosynthesis_wp462_70472","12","0.951","1.000"
"basal_transcription_factors","sc_phenylalanine,_tyrosine,_tryptophan_biosynthesis_wp27_70250","15","0.951","1.000"
"basal_transcription_factors","sc_glutamate_biosynthesis_wp77_71350","10","0.951","1.000"
"basal_transcription_factors","sc_lactose_degradation_wp546_69943","10","0.951","1.000"
"basal_transcription_factors","sc_isoleucine_biosynthesis_wp250_69831","10","0.951","1.000"
"basal_transcription_factors","sc_glycolysis_and_gluconeogenesis_wp515_78397","10","0.951","1.000"
"basal_transcription_factors","sc_asparagine_degradation_wp432_71892","12","0.951","1.000"
"basal_transcription_factors","sc_tca_cycle_-_detailed_wp296_76239","9","0.951","1.000"
"basal_transcription_factors","sc_cysteine_biosynthesis_from_homoserine_wp256_77328","11","0.951","1.000"
"basal_transcription_factors","sc_phenylalanine_degradation_wp573_74213","11","0.951","1.000"
"basal_transcription_factors","sc_purine_fermentation_wp463_73550","10","0.951","1.000"
"basal_transcription_factors","sc_serine_and_glycine_biosynthesis_wp218_69824","12","0.951","1.000"
"basal_transcription_factors","sc_histidine_biosynthesis_wp514_71894","9","0.951","1.000"
"basal_transcription_factors","sc_serine_biosynthesis_wp459_69877","10","0.951","1.000"
"basal_transcription_factors","sc_non-oxidative_branch_of_the_pentose_pathway_wp379_69866","13","0.951","1.000"
"basal_transcription_factors","sc_ubiquinone_biosynthesis_wp308_69850","9","0.951","1.000"
"basal_transcription_factors","sc_translation_factors_wp32_71347","19","0.951","1.000"
"basal_transcription_factors","sc_salvage_pathways_of_pyrimidine_ribonucleotides_wp95_70054","15","0.951","1.000"
"basal_transcription_factors","sc_colanic_acid_building_blocks_biosynthesis_wp121_72199","12","0.951","1.000"
"basal_transcription_factors","sc_phospholipid_biosynthesis_wp9_69581","10","0.951","1.000"
"basal_transcription_factors","sc_sphingolipid_metabolism_wp370_76472","10","0.951","1.000"
"basal_transcription_factors","sc_xylulose-monophosphate_cycle_wp361_69862","8","0.951","1.000"
"basal_transcription_factors","sc_principle_pathways_of_carbon_metabolism_wp112_78138","14","0.951","1.000"
"basal_transcription_factors","sc_glutamate_degradation_iii_wp503_69932","10","0.951","1.000"
"basal_transcription_factors","sc_chorismate_biosynthesis_wp479_73732","11","0.951","1.000"
"basal_transcription_factors","sc_glutamate_degradation_i_wp556_69958","10","0.951","1.000"
"basal_transcription_factors","sc_leucine_degradation_wp354_70265","10","0.951","1.000"
"basal_transcription_factors","sc_dna_replication_wp13_78398","10","0.951","1.000"
"basal_transcription_factors","sc_genes_of_meiotic_recombination_wp377_69605","12","0.951","1.000"
"basal_transcription_factors","sc_carbon_monoxide_dehydrogenase_pathway_wp280_71352","10","0.951","1.000"
"basal_transcription_factors","sc_nad_salvage_pathway_wp171_73683","9","0.951","1.000"
"basal_transcription_factors","sc_aspartate_biosynthesis_wp1518_76276","11","0.951","1.000"
"basal_transcription_factors","sc_glycine_degradation_wp345_71005","10","0.951","1.000"
"basal_transcription_factors","sc_pyruvate_dehydrogenase_pathway_wp214_69823","10","0.951","1.000"
"basal_transcription_factors","sc_oxidative_branch_of_the_pentose_phosphate_pathway_wp417_69873","13","0.951","1.000"
"basal_transcription_factors","sc_cholesterol_biosynthesis_wp132_77403","9","0.951","1.000"
"basal_transcription_factors","sc_lysine_biosynthesis_wp533_69940","9","0.951","1.000"
"basal_transcription_factors","sc_glycine_biosynthesis_wp261_77412","9","0.951","1.000"
"basal_transcription_factors","sc_octane_oxidation_wp552_69954","11","0.951","1.000"
"basal_transcription_factors","sc_ribose_and_deoxyribose_phosphate_metabolism_wp220_69826","13","0.951","1.000"
"basal_transcription_factors","sc_folic_acid_biosynthesis_wp555_69957","11","0.951","1.000"
"basal_transcription_factors","sc_sulfur_amino_acid_biosynthesis_wp7_70252","12","0.951","1.000"
"basal_transcription_factors","sc_isoleucine_degradation_wp178_69780","10","0.951","1.000"
"basal_transcription_factors","sc_tryptophan_degradation_via_kynurenine_wp452_70274","14","0.951","1.000"
"basal_transcription_factors","sc_m-cresol_degradation_wp172_69778","10","0.951","1.000"
"basal_transcription_factors","sc_cytoplasmic_ribosomal_proteins_wp210_70142","13","0.951","1.000"
"basal_transcription_factors","sc_mapk_signaling_pathway_wp510_78392","10","0.951","1.000"
"basal_transcription_factors","sc_mitochondrial_trna_synthetases_wp62_76238","11","0.951","1.000"
"basal_transcription_factors","sc_starch_and_cellulose_biosynthesis_wp257_69834","12","0.951","1.000"
"basal_transcription_factors","sc_homocysteine_and_cysteine_interconversion_wp128_69755","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_cytoplasmic_trna_synthetases_wp219_76236","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_trehalose_biosynthesis_wp239_70272","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","15","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_fatty_acid_elongation,_unsaturated_wp16_71346","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_upiquinone_q_prenylation_wp287_69848","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_anaerobic_respiration_wp575_73676","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_fatty_acid_biosynthesis,_initial_steps_wp137_69759","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_phenylalanine_and_tyrosine_biosynthesis_wp120_77891","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_allantoin_degradation_wp328_71348","7","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_sulfur_degradation_wp440_69875","6","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_superpathway_of_glutamate_biosynthesis_wp191_69812","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_pentose_phosphate_pathway_wp369_69863","16","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glutathione-glutaredoxin_redox_reaction_wp392_69870","12","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_eukaryotic_transcription_initiation_wp425_77440","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_sulfate_assimilation_pathway_ii_wp579_70251","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_udp-n-acetylgalactosamine_biosynthesis_wp159_69764","12","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_methionine_degradation_wp46_69881","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_threonine_and_methionine_biosynthesis_wp423_69874","12","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_de_novo_biosynthesis_of_purine_nucleotides_wp203_71893","12","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_pentose_phosphate_pathway_2_wp670_73392","16","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_p-hydroxybenzoate_biosynthesis_wp315_69851","12","1.000","1.000"
"glucose-1-phosphate_metabolism","sc_superpathway_of_histidine,_purine,_and_pyrimidine_wp416_71897","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_asparagine_biosynthesis_wp67_71349","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_phenylalanine_biosynthesis_wp194_69817","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_tryptophan_biosynthesis_wp165_71899","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glycerol_teichoic_acid_biosynthesis_wp563_70042","13","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_core_lipid-linked_oligosaccharide_biosynthesis_wp114_69752","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_de_novo_biosyn._of_pyrimidine_deoxyribonucleotides_wp36_72053","13","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_pathways_of_chorismate_wp213_71175","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_tca_cycle_wp490_78394","5","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glucose_repression_wp2836_78395","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_nucleotide_metabolism_wp321_71895","17","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_arginine_degradation_wp54_70247","7","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_isoleucine_and_valine_biosynthesis_wp359_69861","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_fatty_acid_oxidation_wp91_71343","7","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_p-cymene_degradation_wp181_69808","7","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_tyrosine_biosynthesis_wp538_69941","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_lipases_biosynthesis_wp71_70049","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glutamate_degradation_viii_wp99_70055","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_threonine_biosynthesis_wp331_70271","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_fatty_acid_elongation,_saturated_wp380_69867","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_de_novo_nad_biosynthesis_wp541_69942","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_protein_modifications_wp346_69859","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_polyamine_biosynthesis_wp290_69849","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_arginine_biosynthesis_wp275_69844","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_valine_biosynthesis_wp2_78390","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_sucrose_biosynthesis_wp14_69669","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_serine-isocitrate_lyase_pathway_wp390_69869","12","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glutathione_biosynthesis_wp196_76277","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glycogen_catabolism_wp478_70263","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glutamate_degradation_vii_wp559_70041","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_galactose_metabolism_wp549_69945","17","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_aerobic_glycerol_catabolism_wp224_71353","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_deoxyribose_phosphate_metabolism_wp228_69829","24","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_gluconeogenesis_wp156_69762","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_nad_biosynthesis_wp84_71345","7","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_riboflavin,_fmn,_and_fad_biosynthesis_wp381_71896","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_cell_cycle_and_cell_division_wp414_78393","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_udp-glucose_conversion_wp109_69750","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_de_novo_biosynthesis_of_pyrimidine_ribonucleotides_wp92_71184","14","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_isoleucine,_leucine,_and_valine_biosynthesis_wp198_69820","11","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_trehalose_degradation,_low_osmolarity_wp70_70048","13","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_leucine_biosynthesis_wp180_69807","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_toluene_degradation_wp60_78389","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_triglyceride_biosynthesis_wp266_69843","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_glycolysis_wp253_69832","8","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_rump_cycle_and_formaldehyde_assimilation_wp332_71344","10","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_proteasome_degradation_wp158_77442","9","0.951","1.000"
"glucose-1-phosphate_metabolism","sc_tryptophan_degradation_wp301_67723","10","0.951","1.000"
